dim_1,dim_2,dim_3,value
4,13,2,0.0000322746601897
4,13,3,0.0002655731033172
4,13,4,0.0011040723724019
4,13,5,0.0005575670239341
4,13,6,0.0001503029599375
4,13,7,0.0000109337492858
4,13,8,0.0000005748312668
4,13,9,0.0000000057852073
4,13,10,0.0000000000792093
4,13,11,0.000000000000409
4,13,12,0.0000000000000053
4,13,13,1.92636e-19
4,13,14,1.27839e-23
4,13,15,1.45705e-30
4,13,16,0
4,14,1,0.000000000025348
4,14,2,0.0000000015662956
4,14,3,0.0000000157189286
4,14,4,0.0000000519566853
4,14,5,0.0000000380290043
4,14,6,0.0000000100008366
4,14,7,0.0000000008702276
4,14,8,0.000000000045525
4,14,9,0.000000000000618
4,14,10,0.0000000000000048
4,14,11,2.18822e-17
4,14,12,2.74233e-19
4,14,13,1.71718e-21
4,14,14,2.02112e-26
4,14,15,9.51878e-31
4,14,16,0
4,15,1,0.0000000000000006
4,15,2,0.0000000000000368
4,15,3,0.0000000000004178
4,15,4,0.0000000000016738
4,15,5,0.0000000000012439
4,15,6,0.0000000000010678
4,15,7,0.0000000000000464
4,15,8,0.0000000000000011
4,15,9,1.67481e-17
4,15,10,9.25899e-20
4,15,11,3.44053e-22
4,15,12,3.98054e-24
4,15,13,2.5302e-26
4,15,14,1.28516e-28
4,15,15,3.95494e-34
4,15,16,0
4,16,1,0
4,16,2,0
4,16,3,0
4,16,4,0
4,16,5,0
4,16,6,0
4,16,7,0
4,16,8,0
4,16,9,0
4,16,10,0
4,16,11,0
4,16,12,0
4,16,13,0
4,16,14,0
4,16,15,0
4,16,16,0
