Time Index,Time,C1,C2,C3,C4
1,0,0,0,0,0
2,0.5,12.5838126982362404,12.5814377743677905,-nan,-nan
3,1,12.5859779137606509,12.5843401150531378,12.5812323670911184,-nan
4,1.5,12.5881288705815866,12.5872467431391293,12.5845029013617893,12.5810269733707578
5,2,12.5902632160566839,12.590144304132501,12.5877828641132812,12.5845189529009591
6,2.5,12.5923837699106844,12.5930295961405729,12.5910572306280102,12.5880234863920606
7,3,12.5944905218353522,12.5959063574467844,12.5943223987293873,12.5915245504204591
8,3.5,12.5945274531309508,12.5959650307092712,12.5944019681516242,12.5916303836255441
9,3.50781,12.5944807929541938,12.5959668702374685,12.5944044687297652,12.5916337192670724
10,3.52344,12.5944585563682239,12.595968700834284,12.5944069690675917,12.5916370542769016
11,3.53125,12.5944124297880702,12.5959705269953872,12.5944094691629012,12.5916403886551844
12,3.54688,12.5944014338782218,12.5959714356833619,12.5944107192637365,12.5916420559201114
13,3.55078,12.5943547894099641,12.5959723432636252,12.5944119693030938,12.5916437230271931
14,3.56641,12.5943439036849405,12.5959732463673788,12.5944132192808347,12.5916453899766267
15,3.57031,12.5942976947792999,12.5959741483644621,12.5944144691963942,12.5916470567683216
16,3.58594,12.5942869177053076,12.5959750458861865,12.594415719049648,12.5916487234024785
17,3.58984,12.5942411383152688,12.595975942302303,12.5944169688400116,12.5916503898790211
18,3.60547,12.5942304683868684,12.5959768342442349,12.5944182185673696,12.5916520561981233
19,3.60938,12.594185112576838,12.5959777250816121,12.5944194682311448,12.5916537223597196
20,3.625,12.5941745483162499,12.5959786114459931,12.5944207178312073,12.5916553883639981
21,3.62891,12.594152038038894,12.5959790540939558,12.5944213426428036,12.5916562213851009
22,3.63672,12.5941410549815984,12.5959794956239488,12.5944219674382953,12.5916570543668662
23,3.64062,12.5941186693363782,12.5959799365975211,12.5944225922176045,12.5916578873092995
24,3.64844,12.5941077484374659,12.5959803764532907,12.5944232169807062,12.5916587202124077
25,3.65234,12.5940854863998055,12.595980815752803,12.5944238417275223,12.5916595530762052
26,3.66016,12.5940746271489186,12.5959812539347009,12.5944244664580207,12.591660385900683
27,3.66406,12.5940524877054507,12.5959816915605067,12.5944250911721252,12.5916612186858643
28,3.67188,12.594041689597816,12.5959821280688775,12.5944257158698125,12.5916620514317401
29,3.67578,12.5940196717461959,12.5959825640213268,12.5944263405510029,12.59166288413833
30,3.68359,12.5940143005768874,12.5959827814432828,12.5944266528942528,12.5916633004963803
31,3.68555,12.5939921426170116,12.5959829987262992,12.5944269652333443,12.5916637168446144
32,3.69336,12.5939867966857975,12.5959832154493423,12.5944272775682915,12.5916641331830252
33,3.69531,12.5939647390954192,12.5959834320334778,12.594427589899059,12.5916645495116217
34,3.70312,12.5939594182313535,12.5959836480576861,12.5944279022256538,12.5916649658303985
35,3.70508,12.5939374603315528,12.5959838639430224,12.594428214548044,12.5916653821393485
36,3.71289,12.5939321643652473,12.5959840792684599,12.5944285268662455,12.5916657984384877
37,3.71484,12.593910305483222,12.5959842944550662,12.5944288391802175,12.5916662147278107
38,3.72266,12.5939050342467951,12.5959845090818199,12.5944291514899778,12.591666631007314
39,3.72461,12.593883273715786,12.5959847235697691,12.5944294637954908,12.5916670472770083
40,3.73242,12.5938806497903784,12.5959848305349276,12.5944296199488583,12.5916672554130429
41,3.7334,12.5938588567312522,12.5959849374653885,12.5944297761011512,12.5916674635466279
42,3.74121,12.5938562438347326,12.5959850441155652,12.5944299322523889,12.5916676716777545
43,3.74219,12.5938345384956918,12.5959851507310532,12.5944300884025502,12.591667879806435
44,3.75,12.593831936561557,12.5959852570662729,12.5944302445516403,12.5916680879326606
45,3.75098,12.5938103184143557,12.5959853633668146,12.5944304006996557,12.5916682960564259
46,3.75879,12.5938077273766496,12.5959854693870827,12.5944305568465964,12.5916685041777452
47,3.75977,12.5937861958972732,12.5959855753726924,12.5944307129924535,12.591668712296606
48,3.76758,12.59378361569056,12.5959856810780373,12.5944308691372324,12.5916689204130172
49,3.76855,12.5937621703591844,12.5959857867487273,12.5944310252809171,12.5916691285269771
50,3.77637,12.5937608854960885,12.5959858394442161,12.5944311033529015,12.5916692325842554
51,3.77686,12.5937394607454713,12.5959858921310452,12.5944311814246106,12.5916693366409227
52,3.78467,12.593738180949245,12.5959859446776363,12.5944312594960515,12.59166944069697
53,3.78516,12.5937168367994179,12.5959859972155712,12.594431337567217,12.5916695447524081
54,3.79297,12.5937155620414973,12.5959860496132823,12.5944314156381054,12.5916696488072333
55,3.79346,12.5936942980385354,12.5959861020023354,12.5944314937087203,12.5916697528614474
56,3.80127,12.5936930282905681,12.5959861542511646,12.5944315717790598,12.5916698569150469
57,3.80176,12.5936718439839623,12.5959862064913324,12.5944316498491258,12.59166996096803
58,3.80957,12.5936705792178074,12.5959862585912798,12.5944317279189075,12.5916700650203968
59,3.81006,12.59366001739523,12.5959862846369894,12.5944317669538339,12.5916701170466627
60,3.81396,12.5936587249732561,12.5959863106476551,12.5944318059886893,12.591670169072767
61,3.81445,12.5936481840691101,12.5959863366539473,12.5944318450234771,12.5916702210987257
62,3.81836,12.5936468942616795,12.5959863626251973,12.5944318840581886,12.5916702731245209
63,3.81885,12.5936363742138937,12.5959863885920864,12.5944319230928397,12.5916703251501705
64,3.82275,12.5936350870132543,12.595986414523928,12.5944319621274179,12.5916703771756655
65,3.82324,12.5936245877600186,12.5959864404514068,12.5944320011619215,12.5916704292010042
66,3.82715,12.5936233031584468,12.5959864663438381,12.5944320401963594,12.5916704812261919
67,3.82764,12.5936128246381784,12.5959864922319049,12.5944320792307227,12.5916705332512322
68,3.83154,12.593611542627988,12.595986518084926,12.5944321182650256,12.5916705852761108
69,3.83203,12.5936063114113939,12.5959865310092702,12.5944321377821797,12.5916706112885688
70,3.83398,12.5936050156873574,12.5959865439248553,12.5944321572993196,12.591670637300993
71,3.83447,12.5935997902048857,12.5959865568382554,12.5944321768164418,12.5916706633133781
72,3.83643,12.5935984959140495,12.595986569742891,12.5944321963335426,12.5916706893257135
73,3.83691,12.5935932761562821,12.5959865826453452,12.5944322158506292,12.5916707153380223
74,3.83887,12.5935919832963013,12.5959865955390313,12.5944322353676963,12.5916707413502937
75,3.83936,12.5935867692538359,12.5959866084305308,12.5944322548847438,12.591670767362519
76,3.84131,12.5935854778223586,12.5959866213132727,12.5944322744017789,12.5916707933747123
77,3.8418,12.5935828730843973,12.5959866277535486,12.5944322841602965,12.5916708063808134
78,3.84277,12.5935815749319087,12.5959866341916396,12.5944322939188105,12.591670819386902
79,3.84326,12.593578971904698,12.595986640628638,12.5944323036773174,12.5916708323929853
80,3.84424,12.5935776746073245,12.5959866470634463,12.5944323134358207,12.591670845399058
81,3.84473,12.5935750732891627,12.595986653497155,12.594432323194324,12.5916708584051182
82,3.8457,12.5935737768460694,12.5959866599286752,12.5944323329528203,12.5916708714111731
83,3.84619,12.5935711772352903,12.5959866663591029,12.5944323427113094,12.5916708844172121
84,3.84717,12.593569881645637,12.5959866727873369,12.5944323524697985,12.5916708974232492
85,3.84766,12.5935685825511801,12.5959866760009085,12.5944323573490387,12.5916709039262642
86,3.84814,12.5935672837410095,12.5959866792139294,12.5944323622282877,12.5916709104292792
87,3.84863,12.5935659852150224,12.5959866824264086,12.5944323671075278,12.5916709169322942
88,3.84912,12.5935646869731244,12.59598668563833,12.5944323719867697,12.5916709234353039
89,3.84961,12.5935633890152285,12.5959866888497114,12.5944323768660116,12.5916709299383101
90,3.8501,12.5935620913412354,12.5959866920605439,12.5944323817452499,12.5916709364413144
91,3.85059,12.5935607939510579,12.5959866952708328,12.5944323866244865,12.5916709429443223
92,3.85107,12.5935594968445947,12.5959866984805711,12.5944323915037231,12.5916709494473267
93,3.85156,12.5935582000217607,12.5959867016897604,12.5944323963829579,12.5916709559503186
94,3.85205,12.5935569034824599,12.5959867048984009,12.5944324012621891,12.5916709624533141
95,3.85254,12.5935556072266053,12.5959867081064942,12.5944324061414257,12.5916709689563113
96,3.85303,12.5935543112540937,12.5959867113140405,12.5944324110206551,12.5916709754593015
97,3.85352,12.5935530155648348,12.5959867145210413,12.5944324158998864,12.5916709819622898
98,3.854,12.5935517201587484,12.5959867177274933,12.5944324207791141,12.5916709884652818
99,3.85449,12.5935504250357209,12.5959867209333964,12.5944324256583471,12.5916709949682684
100,3.85498,12.5935491301956759,12.5959867241387506,12.594432430537573,12.5916710014712407
101,3.85547,12.5935478356385122,12.5959867273435631,12.5944324354168025,12.591671007974222
102,3.85596,12.5935465413641445,12.5959867305478213,12.5944324402960248,12.5916710144771979
103,3.85645,12.5935452473724752,12.5959867337515306,12.5944324451752472,12.5916710209801757
104,3.85693,12.5935439536634135,12.5959867369546998,12.5944324500544695,12.5916710274831445
105,3.85742,12.5929166621024251,12.5959883764212819,12.5944349475189519,12.5916743554471164
106,4.10742,12.5929174521145626,12.5959898723327228,12.594437444692316,12.5916776827849475
107,4.10791,12.5926281037416192,12.5959906203098875,12.5944386932891064,12.5916793465301975
108,4.23291,12.5926279788693201,12.5959913324167481,12.5944399418037438,12.5916810101190535
109,4.2334,12.5923532156092239,12.5959920444393134,12.5944411902314712,12.5916826735512419
110,4.3584,12.5923531482423403,12.5959927206030162,12.5944424385723579,12.5916843368271358
