Time Index,Time,C1,C2,C3,C4
1,0,0,0,0,0
2,0.5,16.2919952037742846,12.5814377743677905,-nan,-nan
3,1,22.2375359830026156,17.02781627863083,12.5812323670911184,-nan
4,1.5,31.1699051845881243,23.7163635824815771,17.3423578110264565,12.5810269733707578
5,2,43.7729949395623592,33.3053653738823172,24.3706579643394043,17.5167832698975161
6,2.5,60.9895073571661825,46.4696143178941981,34.3033401392961252,24.7465090666202201
7,3,40.5397680851846758,38.1434822108429401,47.8281965905101103,34.9023702004637002
8,3.5,43.0117243648847634,40.3262541226578008,38.3819746695909103,48.6841101120934567
9,4,46.3204358544503307,43.4365427085254723,40.5827464091960266,38.5355189445681177
10,4.5,49.8857074497123278,46.7547628829899438,43.7025617926423493,40.7567509643983783
11,5,53.7465144154870984,50.346171177964635,47.0430477771678568,43.8906077214800803
12,5.5,57.8867668039083441,54.2116330458811788,50.6649837627795705,47.2533378270158977
13,6,62.3556665836181452,58.4147377685846578,54.5659936478813563,50.9031152756870995
14,6.5,64.1809543431617016,62.9358836992983441,58.8075801226627703,54.835608194322127
15,7,65.445171709942656,64.3432952966251293,63.1126717329543396,59.1106351556183967
16,7.5,66.549411110722815,65.5893881395929554,64.4635017852906742,63.2144008434539231
17,8,67.5516766673310087,66.6813936621905725,65.6985491012489007,64.5557607091401167
18,8.5,68.4651147855895488,67.672810023618851,66.7820617806874708,65.7837926530756079
19,9,49.1402121334111257,62.1675253469914679,67.7659169836721844,66.8616911817894533
20,9.5,49.8610417427353383,49.2318818803477072,62.4445095844631339,67.8401001770032792
21,10,46.6390234462011719,47.6228560119868689,49.3018058601396802,48.6224609958309273
22,10.5,46.7083511040017072,46.7015808434637876,47.6654119199504294,49.3590493434215034
23,11,46.5441236964445437,46.7751996435691808,46.751426162701982,47.7000361172994616
24,11.5,47.0459550655872718,46.6091064215875335,46.8285441789387278,46.7922857840805051
25,12,47.4171764316720612,47.1067569771814831,46.6614087933663768,46.8723210316505146
26,12.5,47.8733563323441089,47.4757140728531013,47.0483072607611987,46.7045206310734713
27,13,48.3069675252356916,47.928306219185508,47.5232767040113515,47.0901266495434143
28,13.5,48.7220543242170834,48.3587693979295778,47.9731880126313612,47.5631094292264009
29,14,49.1219959668434925,48.7711144315120606,48.4012992989795379,48.0106208411517201
30,14.5,49.5098759959271177,49.1686939547284254,48.8115995260383997,48.4369177650300671
31,15,49.8885024562387684,49.5545632459767518,49.207424179399915,48.8456452890834072
32,15.5,50.2605344141467754,49.9316176282188593,49.5918093848031276,49.2401270499340029
33,16,50.628081727847345,50.3021377445824385,49.9676278906498936,49.6233856516274798
34,16.5,50.9933881274408023,50.6685601566373123,50.3371459263246805,49.9982771213159936
35,17,51.358415850473385,51.0329842430977436,50.7027774428071893,50.3670572873907787
36,17.5,51.7249104431709483,51.3973482335220879,51.0666033385253968,50.7321228756606715
37,18,52.0945404173068667,51.7633778569447713,51.4305439798260764,51.0955406802655858
38,18.5,52.4688303905819993,52.1327213311377449,51.7963103470237058,51.4592172902071496
39,19,52.8491993973093486,52.5068857058933105,52.1655353067489855,51.8248523168802748
40,19.5,53.2369747578444859,52.8872741902814596,52.53971256591079,52.1940666286099031
41,20,53.6334041376465507,53.2751998827258433,52.9202332361586372,52.5683434718993396
42,20.5,54.0396659207186758,53.6718976793150659,53.3083994758504645,52.9490644248360383
43,21,54.4568780311715557,54.0785344938887107,53.7054362969889496,53.3375229802558692
44,21.5,54.8861053360349587,54.49621792957943,54.1125016784248061,53.7349362808317323
45,22,55.3283657558717152,54.9260035386727736,54.5306951302447516,54.1424551539635885
46,22.5,55.7846351998851873,55.3689007995284825,54.961064849649091,54.5611725959286389
47,23,56.2558514308594013,55.8258779283505362,55.4046135992016673,54.9921308486558971
48,23.5,56.7429169536601847,56.2978656315005281,55.8623034264522147,55.4363272019716575
49,24,57.2467010099591675,56.7857598919584063,56.3350593312013643,55.8947186414971995
50,24.5,57.7680407518236692,57.290423872177584,56.8237719741627743,56.3682254491048695
51,25,58.3077416581351002,57.8126890054054599,57.3292995091549926,56.857733849957647
52,25.5,58.8665772506070084,58.3533553387961774,57.852468610623788,57.3640977882986647
53,26,59.4452881605258767,58.913191184449623,58.3940747594784426,57.8881399036857687
54,26.5,60.0445805932232943,59.4929321288998807,58.954881843009602,58.4306517704741779
55,27,60.6651242346584354,60.0932794475237557,59.535621119061318,58.9923934561084735
56,27.5,61.3075496432689846,60.714897967783493,60.1369895906117335,59.5740924481919336
57,28,61.9724451703388439,61.3584134240728218,60.7596478344093498,60.1764419963072612
58,28.5,62.6603534534245483,62.0244093471011979,61.4042173262183226,60.8000989120876056
59,29,90.0505200229925151,62.7134235321113636,62.071277305444049,61.4456808699826098
60,29.5,90.1463619053868825,90.0577654554151223,62.7613612233194331,62.1137632514206146
61,30,90.2399995034107576,90.1533544873937558,90.0642938750395388,62.8048755765131901
